#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000009.1	35846	36625	+	rmtF_1	1-780/780	===============	0/0	100.00	100.00	resfinder	JQ808129	rmtF	Amikacin;Gentamicin;Tobramycin
GCA_051453185.1/GCA_051453185.1_ASM5145318v1_genomic.fna	JBPANN010000009.1	114075	114734	-	catA1_1	1-660/660	===============	0/0	100.00	99.85	resfinder	V00622	catA1	Chloramphenicol
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_022605205.1/GCF_022605205.1_ASM2260520v1_genomic.fna	NZ_CP093265.1	888101	888520	+	fosA6_1	1-420/420	===============	0/0	100.00	99.76	resfinder	KU254579	fosA6	Fosfomycin
GCF_022605205.1/GCF_022605205.1_ASM2260520v1_genomic.fna	NZ_CP093265.1	2823112	2823972	-	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_022605205.1/GCF_022605205.1_ASM2260520v1_genomic.fna	NZ_CP093265.1	3561960	3562835	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_022605205.1/GCF_022605205.1_ASM2260520v1_genomic.fna	NZ_CP093265.1	4559332	4560507	+	OqxA_1	1-1176/1176	===============	0/0	100.00	99.23	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_022605205.1/GCF_022605205.1_ASM2260520v1_genomic.fna	NZ_CP093265.1	4560531	4563683	+	OqxB_1	1-3153/3153	===============	0/0	100.00	98.86	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_023554675.1/GCF_023554675.1_ASM2355467v1_genomic.fna	NZ_JAMJTY010000003.1	401904	405056	-	OqxB_1	1-3153/3153	===============	0/0	100.00	98.73	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_023554675.1/GCF_023554675.1_ASM2355467v1_genomic.fna	NZ_JAMJTY010000003.1	405080	406255	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.41	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_023554675.1/GCF_023554675.1_ASM2355467v1_genomic.fna	NZ_JAMJTY010000004.1	78705	79565	-	blaSHV-28_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AF299299	blaSHV-28	
GCF_023554675.1/GCF_023554675.1_ASM2355467v1_genomic.fna	NZ_JAMJTY010000005.1	14232	14651	+	fosA_5	1-420/420	===============	0/0	100.00	97.86	resfinder	AFBO01000747	fosA	Fosfomycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_023554755.1/GCF_023554755.1_ASM2355475v1_genomic.fna	NZ_JAMJUF010000001.1	395336	396196	-	blaSHV-190_1	1-861/861	===============	0/0	100.00	99.88	resfinder	KP868753	blaSHV-190	
GCF_023554755.1/GCF_023554755.1_ASM2355475v1_genomic.fna	NZ_JAMJUF010000002.1	31272	32447	+	OqxA_1	1-1176/1176	===============	0/0	100.00	99.15	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_023554755.1/GCF_023554755.1_ASM2355475v1_genomic.fna	NZ_JAMJUF010000002.1	32471	35623	+	OqxB_1	1-3153/3153	===============	0/0	100.00	98.76	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_023554755.1/GCF_023554755.1_ASM2355475v1_genomic.fna	NZ_JAMJUF010000007.1	274954	275373	-	fosA6_1	1-420/420	===============	0/0	100.00	98.33	resfinder	KU254579	fosA6	Fosfomycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000004.1	31116	32291	+	OqxA_1	1-1176/1176	===============	0/0	100.00	99.23	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000004.1	32315	35467	+	OqxB_1	1-3153/3153	===============	0/0	100.00	98.83	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000005.1	15585	16004	+	fosA6_1	1-420/420	===============	0/0	100.00	99.52	resfinder	KU254579	fosA6	Fosfomycin
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000008.1	67891	68751	+	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000027.1	688	1161	+	dfrA1_8	1-474/474	===============	0/0	100.00	100.00	resfinder	X00926	dfrA1	Trimethoprim
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000035.1	775	1659	-	mph(E)_1	1-885/885	===============	0/0	100.00	99.89	resfinder	DQ839391	mph(E)	Erythromycin
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000035.1	1715	3190	-	msr(E)_1	1-1476/1476	===============	0/0	100.00	100.00	resfinder	FR751518	msr(E)	Azithromycin;Erythromycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000035.1	5489	6262	-	armA_1	1-774/774	===============	0/0	100.00	99.87	resfinder	AY220558	armA	Amikacin;Gentamicin;Isepamicin;Netilmicin;Tobramycin
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000035.1	9607	10473	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000035.1	10951	11752	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000035.1	12150	12647	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000036.1	1108	1983	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000036.1	7247	8044	-	blaOXA-232_1	1-798/798	===============	0/0	100.00	100.00	resfinder	JX423831	blaOXA-232	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Piperacillin;Piperacillin+Tazobactam
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000036.1	11046	11906	+	blaTEM-1A_1	1-861/861	===============	0/0	100.00	100.00	resfinder	HM749966	blaTEM-1A	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000041.1	5529	6011	-	dfrA14_5	1-483/483	===============	0/0	100.00	99.59	resfinder	DQ388123	dfrA14	Trimethoprim
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000048.1	1769	2953	-	tet(D)_1	1-1185/1185	===============	0/0	100.00	100.00	resfinder	AF467077	tet(D)	Doxycycline;Tetracycline
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000050.1	174	773	+	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Amikacin;Ciprofloxacin;Dibekacin;Fluoroquinolone;Netilmicin;Sisomicin;Tobramycin
GCF_023554785.1/GCF_023554785.1_ASM2355478v1_genomic.fna	NZ_JAMJUE010000050.1	904	1734	+	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_029369825.1/GCF_029369825.1_ASM2936982v1_genomic.fna	NZ_CP120218.1	646217	646636	+	fosA6_1	1-420/420	===============	0/0	100.00	98.81	resfinder	KU254579	fosA6	Fosfomycin
GCF_029369825.1/GCF_029369825.1_ASM2936982v1_genomic.fna	NZ_CP120218.1	2549403	2550269	-	blaSHV-187_1	1-867/867	===============	0/0	100.00	99.54	resfinder	LN515533	blaSHV-187	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_029369845.1/GCF_029369845.1_ASM2936984v1_genomic.fna	NZ_CP120219.1	646217	646636	+	fosA_5	1-420/420	===============	0/0	100.00	100.00	resfinder	AFBO01000747	fosA	Fosfomycin
GCF_029369845.1/GCF_029369845.1_ASM2936984v1_genomic.fna	NZ_CP120219.1	2549403	2550263	-	blaSHV-11_1	1-861/861	===============	0/0	100.00	99.77	resfinder	X98101	blaSHV-11	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_029370025.1/GCF_029370025.1_ASM2937002v1_genomic.fna	NZ_CP120220.1	646217	646629	+	fosA_5	1-413/420	===============	0/0	98.33	98.79	resfinder	AFBO01000747	fosA	Fosfomycin
GCF_029370025.1/GCF_029370025.1_ASM2937002v1_genomic.fna	NZ_CP120220.1	2549403	2550263	-	blaSHV-11_1	1-861/861	===============	0/0	100.00	99.77	resfinder	X98101	blaSHV-11	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_029370365.1/GCF_029370365.1_ASM2937036v1_genomic.fna	NZ_CP120222.1	646217	646629	+	fosA_5	1-413/420	===============	0/0	98.33	98.79	resfinder	AFBO01000747	fosA	Fosfomycin
GCF_029370365.1/GCF_029370365.1_ASM2937036v1_genomic.fna	NZ_CP120222.1	2549403	2550263	-	blaSHV-11_1	1-861/861	===============	0/0	100.00	99.77	resfinder	X98101	blaSHV-11	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122469.1	577023	577898	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122469.1	1142848	1146000	-	OqxB_1	1-3153/3153	===============	0/0	100.00	98.89	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122469.1	1146024	1147199	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.15	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122469.1	2637254	2638114	+	blaSHV-145_1	1-861/861	===============	0/0	100.00	99.88	resfinder	JX013655	blaSHV-145	
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122469.1	4642440	4642855	-	fosA5_1	1-416/420	===============	0/0	99.05	95.19	resfinder	EU195449	fosA5	Fosfomycin
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122470.1	4672	5316	+	qnrB1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ351241	qnrB1	Ciprofloxacin
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122470.1	10602	11144	+	ARR-3_4	1-543/543	===============	0/0	100.00	99.82	resfinder	FM207631	ARR-3	Rifampicin
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122470.1	14164	14943	+	rmtF_1	1-780/780	===============	0/0	100.00	100.00	resfinder	JQ808129	rmtF	Amikacin;Gentamicin;Tobramycin
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122472.1	3800	4297	+	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122472.1	4695	5496	+	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122472.1	5974	6840	+	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122472.1	11326	12089	-	erm(B)_18	1-762/762	========/======	2/2	100.00	98.95	resfinder	X66468	erm(B)	Clindamycin;Erythromycin;Lincomycin;Pristinamycin_IA;Quinupristin;Virginiamycin_S
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122472.1	13245	14175	+	mph(A)_2	1-921/921	========/======	2/10	100.00	98.71	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122472.1	18277	19137	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122472.1	20383	21039	+	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122472.1	32260	32919	+	catA1_1	1-660/660	===============	0/0	100.00	99.85	resfinder	V00622	catA1	Chloramphenicol
GCF_029834605.1/GCF_029834605.1_ASM2983460v1_genomic.fna	NZ_CP122474.1	43313	44125	-	blaNDM-5_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122461.1	577190	578065	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122461.1	1143015	1146167	-	OqxB_1	1-3153/3153	===============	0/0	100.00	98.89	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122461.1	1146191	1147366	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.15	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122461.1	2636222	2637082	+	blaSHV-145_1	1-861/861	===============	0/0	100.00	99.88	resfinder	JX013655	blaSHV-145	
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122461.1	4641401	4641816	-	fosA5_1	1-416/420	===============	0/0	99.05	95.19	resfinder	EU195449	fosA5	Fosfomycin
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122462.1	85595	86410	-	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	aph(3')-Ia	Kanamycin
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122462.1	87897	88727	-	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	blaOXA-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Piperacillin;Piperacillin+Tazobactam
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122462.1	88858	89457	-	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	aac(6')-Ib-cr	Amikacin;Ciprofloxacin;Dibekacin;Fluoroquinolone;Netilmicin;Sisomicin;Tobramycin
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122462.1	92961	93836	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122462.1	96658	97518	+	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122462.1	98739	99660	+	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	mph(A)	Azithromycin;Erythromycin;Spiramycin;Telithromycin
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122462.1	106282	107148	-	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	sul1	Sulfamethoxazole
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122462.1	109596	110397	-	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	aadA2	Spectinomycin;Streptomycin
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122462.1	110795	111292	-	dfrA12_8	1-498/498	===============	0/0	100.00	100.00	resfinder	AM040708	dfrA12	Trimethoprim
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122463.1	4672	5316	+	qnrB1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ351241	qnrB1	Ciprofloxacin
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122463.1	10602	11144	+	ARR-3_4	1-543/543	===============	0/0	100.00	99.82	resfinder	FM207631	ARR-3	Rifampicin
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122463.1	14164	14943	+	rmtF_1	1-780/780	===============	0/0	100.00	100.00	resfinder	JQ808129	rmtF	Amikacin;Gentamicin;Tobramycin
GCF_029834625.1/GCF_029834625.1_ASM2983462v1_genomic.fna	NZ_CP122465.1	16626	17438	+	blaNDM-5_1	1-813/813	===============	0/0	100.00	100.00	resfinder	JN104597	blaNDM-5	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_049532455.1/GCF_049532455.1_ASM4953245v1_genomic.fna	NZ_CP186658.1	1103909	1107061	-	OqxB_1	1-3153/3153	===============	0/0	100.00	99.05	resfinder	EU370913	OqxB	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532455.1/GCF_049532455.1_ASM4953245v1_genomic.fna	NZ_CP186658.1	1107085	1108260	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.15	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532455.1/GCF_049532455.1_ASM4953245v1_genomic.fna	NZ_CP186658.1	2656262	2657122	+	blaSHV-145_1	1-861/861	===============	0/0	100.00	99.88	resfinder	JX013655	blaSHV-145	
GCF_049532455.1/GCF_049532455.1_ASM4953245v1_genomic.fna	NZ_CP186658.1	4514805	4515224	-	fosA6_1	1-420/420	===============	0/0	100.00	99.52	resfinder	KU254579	fosA6	Fosfomycin
GCF_049532455.1/GCF_049532455.1_ASM4953245v1_genomic.fna	NZ_CP186660.1	20526	21170	-	qnrB1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ351241	qnrB1	Ciprofloxacin
GCF_049532455.1/GCF_049532455.1_ASM4953245v1_genomic.fna	NZ_CP186660.1	28670	29482	-	blaNDM-1_1	1-813/813	===============	0/0	100.00	100.00	resfinder	FN396876	blaNDM-1	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ceftazidime+Avibactam;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam;Temocillin
GCF_049532455.1/GCF_049532455.1_ASM4953245v1_genomic.fna	NZ_CP186660.1	30697	31557	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
GCF_049532455.1/GCF_049532455.1_ASM4953245v1_genomic.fna	NZ_CP186660.1	34379	35254	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532455.1/GCF_049532455.1_ASM4953245v1_genomic.fna	NZ_CP186660.1	47565	48344	-	rmtF_1	1-780/780	===============	0/0	100.00	99.87	resfinder	JQ808129	rmtF	Amikacin;Gentamicin;Tobramycin
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186682.1	1149606	1150481	+	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186682.1	1151983	1153158	-	OqxA_1	1-1176/1176	===============	0/0	100.00	99.41	resfinder	EU370913	OqxA	Chloramphenicol;Ciprofloxacin;Nalidixic_acid;Trimethoprim
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186682.1	2809825	2810685	+	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.77	resfinder	AM922307	blaSHV-106	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186682.1	4662375	4662794	-	fosA_6	1-420/420	===============	0/0	100.00	96.91	resfinder	ACZD01000244	fosA	Fosfomycin
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186682.1	4929340	4930215	-	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	blaCTX-M-15	Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186683.1	65846	66625	-	rmtF_1	1-780/780	===============	0/0	100.00	100.00	resfinder	JQ808129	rmtF	Amikacin;Gentamicin;Tobramycin
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186683.1	69645	70187	-	ARR-3_4	1-543/543	===============	0/0	100.00	99.82	resfinder	FM207631	ARR-3	Rifampicin
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186683.1	80764	81420	-	qnrS1_1	1-657/657	===============	0/0	100.00	100.00	resfinder	AB187515	qnrS1	Ciprofloxacin
GCF_049532465.1/GCF_049532465.1_ASM4953246v1_genomic.fna	NZ_CP186683.1	82666	83526	-	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	blaTEM-1B	Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin
